citation_display,work_type,author,year,title,venue,editor,publisher,vol_issue,pages,url,region,subregion,topic,notes,source_file,source_sheet,id
佐藤虎男ほか（1990）「大阪方言話者における「読み」の文アクセントの傾向」『大阪教育大学紀要1人文科学』39(1) ,journal,佐藤虎男ほか,1990,大阪方言話者における「読み」の文アクセントの傾向,大阪教育大学紀要1人文科学,,,39(1),,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1990）「On the Accent of Surnames in the Kyoto Dialect.」『音声科学研究』24 ,journal,中井幸比古,1990,On the Accent of Surnames in the Kyoto Dialect.,音声科学研究,,,24,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
福居誠二（1990）「近畿方言の数字列の音調」『音声言語』4 ,journal,福居誠二,1990,近畿方言の数字列の音調,音声言語,,,4,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
郡史郎（1990）「大阪語の文末詞「か」の音調と機能 内省に基づく考察」『音声言語』4 ,journal,郡史郎,1990,大阪語の文末詞「か」の音調と機能 内省に基づく考察,音声言語,,,4,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1990）「大学生のアクセント(1) 近畿地方の中央式諸方言について」『香川大学一般教育研究』38 ,journal,中井幸比古,1990,大学生のアクセント(1) 近畿地方の中央式諸方言について,香川大学一般教育研究,,,38,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1990）「大阪府方言の研究-11-大阪弁の文末詞ヤンカについて」『学大国文』33 ,journal,佐藤虎男,1990,大阪府方言の研究-11-大阪弁の文末詞ヤンカについて,学大国文,,,33,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
堀井令以知（1990）「枚方の方言について」『研究論集（関西外国語大学）』51 ,journal,堀井令以知,1990,枚方の方言について,研究論集（関西外国語大学）,,,51,,,枚方,枚方,,,近畿方言.xlsx,近畿方言（雑誌）,
服部匡（1990）「言語島・滋賀県能登川町北部のアクセント」『言語学研究』9 ,journal,服部匡,1990,言語島・滋賀県能登川町北部のアクセント,言語学研究,,,9,,,滋賀,,,,近畿方言.xlsx,近畿方言（雑誌）,
ロング・ダニエル（1990）「大阪と京都で生活する他地方出身者の方言受容の違い」『国語学』162 ,journal,ロング・ダニエル,1990,大阪と京都で生活する他地方出身者の方言受容の違い,国語学,,,162,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1990）「「昭和」における大阪市方言の動態」『国語学』163 ,journal,岸江信介,1990,「昭和」における大阪市方言の動態,国語学,,,163,,,大阪市,大阪市,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1990）「京都府における，いわゆる垂井式諸アクセントについて（1）」『国語研究（国学院大学）』54 ,journal,中井幸比古,1990,京都府における，いわゆる垂井式諸アクセントについて（1）,国語研究（国学院大学）,,,54,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐伯哲夫（1990）「兵庫県城崎町方言における揺れ」『国文学（関西大学）』67 ,journal,佐伯哲夫,1990,兵庫県城崎町方言における揺れ,国文学（関西大学）,,,67,,,城崎,城崎,,,近畿方言.xlsx,近畿方言（雑誌）,
竹内徹（1990）「和泉方言研究史」『摂河泉会報』9 ,journal,竹内徹,1990,和泉方言研究史,摂河泉会報,,,9,,,和泉,和泉,,,近畿方言.xlsx,近畿方言（雑誌）,
陳李地域言語研究会ほか（1990）「田辺市における方言分布の解釈『和歌山県田辺市方言地図』を資料として」『田辺文化財』33 ,journal,陳李地域言語研究会ほか,1990,田辺市における方言分布の解釈『和歌山県田辺市方言地図』を資料として,田辺文化財,,,33,,,和歌山,,,,近畿方言.xlsx,近畿方言（雑誌）,
山村時弘（1990）「天理における言語意識 全国からの移住者を対象として」『地域言語』2 ,journal,山村時弘,1990,天理における言語意識 全国からの移住者を対象として,地域言語,,,2,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
西村拓（1990）「移住と言語変容 十津川村からの移住者を対象として」『地域言語』2 ,journal,西村拓,1990,移住と言語変容 十津川村からの移住者を対象として,地域言語,,,2,,,十津川,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1990）「方言の世代差 打ち消し表現の多様性と世代差 三重県一志郡香良洲町方言調査から」『名古屋・方言研究会会報』7 ,journal,岸江信介,1990,方言の世代差 打ち消し表現の多様性と世代差 三重県一志郡香良洲町方言調査から,名古屋・方言研究会会報,,,7,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
山口薫（1990）「伊吹山麓における京阪式アクセントとA型アクセントとの境界について」『名古屋・方言研究会会報』7 ,journal,山口薫,1990,伊吹山麓における京阪式アクセントとA型アクセントとの境界について,名古屋・方言研究会会報,,,7,,,滋賀,,,,近畿方言.xlsx,近畿方言（雑誌）,
大橋勝男（1990）「日本語諸方言についての記述的研究（18）兵庫県養父郡八鹿町朝倉方言について（2）」『新潟大学教育学部紀要 人文・社会科学編』32(1) ,journal,大橋勝男,1990,日本語諸方言についての記述的研究（18）兵庫県養父郡八鹿町朝倉方言について（2）,新潟大学教育学部紀要 人文・社会科学編,,,32(1),,,養父郡,養父郡,,,近畿方言.xlsx,近畿方言（雑誌）,
宮沢弘明（1990）「近畿中央部における人を主語とする存在表現の使い分けについて アンケート調査から見た若年層の実態」『阪大日本語研究』2 ,journal,宮沢弘明,1990,近畿中央部における人を主語とする存在表現の使い分けについて アンケート調査から見た若年層の実態,阪大日本語研究,,,2,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
黄民基（1990）「こんなもんやったやろか，大阪弁」『本』15(8) ,journal,黄民基,1990,こんなもんやったやろか，大阪弁,本,,,15(8),,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
大野仁美ほか（1990）「串本方言の動作の継続を表わす形式:「ヤル」・「イル」・「ヨク」」『言語研究』98 ,journal,大野仁美ほか,1990,串本方言の動作の継続を表わす形式:「ヤル」・「イル」・「ヨク」,言語研究,,,98,,,串本町,串本町,,,近畿方言.xlsx,近畿方言（雑誌）,
宮治弘明（1990）「近畿中央部における人を主語とする存在表現の使い分けについて : アンケート調査から見た若年層の実態」『阪大日本語研究』2 ,journal,宮治弘明,1990,近畿中央部における人を主語とする存在表現の使い分けについて : アンケート調査から見た若年層の実態,阪大日本語研究,,,2,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男ほか（1990）「大阪方言話者における「読み」の文アクセントの傾向」『大阪教育大学紀要人文科学』39(1) ,journal,佐藤虎男ほか,1990,大阪方言話者における「読み」の文アクセントの傾向,大阪教育大学紀要人文科学,,,39(1),,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
真田信治ほか（1990）「奈良県西吉野・大塔地域の言語調査報告」『大阪大学日本学報』9 ,journal,真田信治ほか,1990,奈良県西吉野・大塔地域の言語調査報告,大阪大学日本学報,,,9,,,吉野,吉野,,,近畿方言.xlsx,近畿方言（雑誌）,
真田信治ほか（1990）「奈良県西吉野・大塔地域の言語調査報告」『大阪大学日本学報』9 ,journal,真田信治ほか,1990,奈良県西吉野・大塔地域の言語調査報告,大阪大学日本学報,,,9,,,大塔,吉野,,,近畿方言.xlsx,近畿方言（雑誌）,
真田信二ほか（1990）「奈良県西吉野・大塔地域の言語調査報告」『大阪大学日本学報』9 ,journal,真田信二ほか,1990,奈良県西吉野・大塔地域の言語調査報告,大阪大学日本学報,,,9,,,奈良,,,,近畿方言.xlsx,近畿方言（雑誌）,
大野仁美（1990）「串本方言における助動詞「イル」」『東京大学言語学論集』89年度 ,journal,大野仁美,1990,串本方言における助動詞「イル」,東京大学言語学論集,,,89年度,,,和歌山,,,,近畿方言.xlsx,近畿方言（雑誌）,
（1991）「On the Timing of the Sternohyoid Muscle Activity Associated with Accent in the Kinki Dialect.」『Ann. Bull. RILP』25 ,journal,,1991,On the Timing of the Sternohyoid Muscle Activity Associated with Accent in the Kinki Dialect.,Ann. Bull. RILP,,,25,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1991）「大学生のアクセント(2) 近畿地方の中央式諸方言について」『香川大学一般教育研究』39 ,journal,中井幸比古,1991,大学生のアクセント(2) 近畿地方の中央式諸方言について,香川大学一般教育研究,,,39,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
鎌田良二（1991）「姫路市方言」『甲南国文』38 ,journal,鎌田良二,1991,姫路市方言,甲南国文,,,38,,,兵庫,,,,近畿方言.xlsx,近畿方言（雑誌）,
都染直也（1991）「姫路市的形町方言の四拍体言のアクセント 内省による記述」『甲南大学紀要 文学編』80 ,journal,都染直也,1991,姫路市的形町方言の四拍体言のアクセント 内省による記述,甲南大学紀要 文学編,,,80,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
松本幹男（1991）「奈良県吉野方言におけるザ行子音について」『語学研究（拓殖大学）』65 ,journal,松本幹男,1991,奈良県吉野方言におけるザ行子音について,語学研究（拓殖大学）,,,65,,,奈良,,,,近畿方言.xlsx,近畿方言（雑誌）,
備前徹（1991）「外国人の近畿方言受容意識」『国語学』166 ,journal,備前徹,1991,外国人の近畿方言受容意識,国語学,,,166,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1991）「京都府における，いわゆる垂井式諸アクセントについて（2）」『国語研究（国学院大学）』55 ,journal,中井幸比古,1991,京都府における，いわゆる垂井式諸アクセントについて（2）,国語研究（国学院大学）,,,55,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
田原広史（1991）「近畿中央部方言の語彙の実態 音便・文末詞・接続助詞の世代差・男女差」『樟蔭国文学』28 ,journal,田原広史,1991,近畿中央部方言の語彙の実態 音便・文末詞・接続助詞の世代差・男女差,樟蔭国文学,,,28,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
勝村聡子（1991）「「やんか」について その表現機能と「ではないか」との対比」『地域言語』3 ,journal,勝村聡子,1991,「やんか」について その表現機能と「ではないか」との対比,地域言語,,,3,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
清水浩（1991）「東熊野街道における言語の動態について 打ち消し表現を中心として」『地域言語』3 ,journal,清水浩,1991,東熊野街道における言語の動態について 打ち消し表現を中心として,地域言語,,,3,,,熊野,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井精一（1991）「奈良盆地周辺部の表現法に関する史的資料 「奈良県風俗誌」[26類言語]について」『地域言語』3 ,journal,中井精一,1991,奈良盆地周辺部の表現法に関する史的資料 「奈良県風俗誌」[26類言語]について,地域言語,,,3,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
鏡味明克（1991）「細雪のマンボウ 小説『細雪』にみられる方言マンボウの研究」『鉄道文学』5 ,journal,鏡味明克,1991,細雪のマンボウ 小説『細雪』にみられる方言マンボウの研究,鉄道文学,,,5,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
鈴木敏明（1991）「イメージの中の方言と標準語 大阪府豊中市での調査から」『富山大学人文学部紀要』17 ,journal,鈴木敏明,1991,イメージの中の方言と標準語 大阪府豊中市での調査から,富山大学人文学部紀要,,,17,,,豊中市,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1991）「尾鷲のアクセント（1） 旧市内・九鬼両アクセントについて」『名古屋・方言研究会会報』8 ,journal,岸江信介,1991,尾鷲のアクセント（1） 旧市内・九鬼両アクセントについて,名古屋・方言研究会会報,,,8,,,尾鷲市,,,,近畿方言.xlsx,近畿方言（雑誌）,
橋尾直和（1991）「神戸市須磨（青年層）方言のアクセント」『日本語研究』12 ,journal,橋尾直和,1991,神戸市須磨（青年層）方言のアクセント,日本語研究,,,12,,,兵庫,,,,近畿方言.xlsx,近畿方言（雑誌）,
橋尾直和（1991）「兵庫県神戸市須磨方言における破砕動詞「メグ」「カク」「クダク」「ワル」「コワス」の意味」『日本語研究』13 ,journal,橋尾直和,1991,兵庫県神戸市須磨方言における破砕動詞「メグ」「カク」「クダク」「ワル」「コワス」の意味,日本語研究,,,13,,,兵庫,,,,近畿方言.xlsx,近畿方言（雑誌）,
丸山三郎（1991）「播磨方言の研究 加古川流域の方言を中心として」『姫路学院女子短期大学紀要』18 ,journal,丸山三郎,1991,播磨方言の研究 加古川流域の方言を中心として,姫路学院女子短期大学紀要,,,18,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
神部宏泰（1991）「播但西部域における確定順接法 その史的推移と表現特性」『兵庫教育大学研究紀要』12(2-1) ,journal,神部宏泰,1991,播但西部域における確定順接法 その史的推移と表現特性,兵庫教育大学研究紀要,,,12(2-1),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1991）「奈良県奈良市通称奈良町における祝言のあいさつ」『方言資料叢刊』1 ,journal,佐藤虎男,1991,奈良県奈良市通称奈良町における祝言のあいさつ,方言資料叢刊,,,1,,,奈良市,奈良市,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1991）「京都府京都市東山区における祝言のあいさつ」『方言資料叢刊』1 ,journal,佐藤虎男,1991,京都府京都市東山区における祝言のあいさつ,方言資料叢刊,,,1,,,京都市,京都市,,,近畿方言.xlsx,近畿方言（雑誌）,
野村華代（1991）「現代大阪アクセントのゆれ アクセント型の機能負担量の観点から」『百舌鳥国文』11 ,journal,野村華代,1991,現代大阪アクセントのゆれ アクセント型の機能負担量の観点から,百舌鳥国文,,,11,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
木川行央（1991）「方言にあらわれた男女差 西日本方言（関西）」『国文学解釈と鑑賞』56(7) ,journal,木川行央,1991,方言にあらわれた男女差 西日本方言（関西）,国文学解釈と鑑賞,,,56(7),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
尾崎喜光ほか（1991）「奈良県西吉野・大塔村におけるアクセントの実態と成立過程」『大阪大学日本学報』10 ,journal,尾崎喜光ほか,1991,奈良県西吉野・大塔村におけるアクセントの実態と成立過程,大阪大学日本学報,,,10,,,奈良,,,,近畿方言.xlsx,近畿方言（雑誌）,
大野仁美（1991）「串本方言の継続を表わす助動詞「アル」・「オク」・「イル」」『東京大学言語学論集』11 ,journal,大野仁美,1991,串本方言の継続を表わす助動詞「アル」・「オク」・「イル」,東京大学言語学論集,,,11,,,和歌山,,,,近畿方言.xlsx,近畿方言（雑誌）,
黒崎良昭（1991）「兵庫県加東郡滝野町上滝野における祝言のあいさつ」『方言資料叢刊』1 ,journal,黒崎良昭,1991,兵庫県加東郡滝野町上滝野における祝言のあいさつ,方言資料叢刊,,,1,,,加東郡,加東郡,,,近畿方言.xlsx,近畿方言（雑誌）,
久野マリ子ほか（1991）「奈良県十津川方言五十音順・逆引語形索引」『國學院大學日本文化研究所紀要』67 ,journal,久野マリ子ほか,1991,奈良県十津川方言五十音順・逆引語形索引,國學院大學日本文化研究所紀要,,,67,,,奈良,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古ほか（1992）「三重県中部における中学生のアクセント」『音声学会会報』201 ,journal,中井幸比古ほか,1992,三重県中部における中学生のアクセント,音声学会会報,,,201,,,三重,,,,近畿方言.xlsx,近畿方言（雑誌）,
ロング・ダニエル（1992）「「関西のことば，好きやねん」」『月刊言語』21(7) ,journal,ロング・ダニエル,1992,「関西のことば，好きやねん」,月刊言語,,,21(7),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
陣内正敬（1992）「地方におけるガ行鼻音意識 関西と九州における大学生アンケート調査より」『言語文化論究』3 ,journal,陣内正敬,1992,地方におけるガ行鼻音意識 関西と九州における大学生アンケート調査より,言語文化論究,,,3,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
鎌田良二（1992）「「浪花聞書」「新撰大阪詞大全」の語彙」『甲南国文』39 ,journal,鎌田良二,1992,「浪花聞書」「新撰大阪詞大全」の語彙,甲南国文,,,39,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1992）「大阪方言における打ち消し表現」『国語表現研究』5 ,journal,岸江信介,1992,大阪方言における打ち消し表現,国語表現研究,,,5,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
松宮忍（1992）「関西方言打消し表現の動態 助動詞「ヘン」を中心として」『地域言語』4 ,journal,松宮忍,1992,関西方言打消し表現の動態 助動詞「ヘン」を中心として,地域言語,,,4,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
金沢裕之（1992）「明治期大阪語の「テ敬語」表現」『地域言語』4 ,journal,金沢裕之,1992,明治期大阪語の「テ敬語」表現,地域言語,,,4,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
城野博文（1992）「大阪府南部地域における言語の動態 アスペクト表現形式に焦点をあてて」『地域言語』4 ,journal,城野博文,1992,大阪府南部地域における言語の動態 アスペクト表現形式に焦点をあてて,地域言語,,,4,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1992）「滋賀県浅井町のアクセント」『名古屋・方言研究会会報』9 ,journal,岸江信介,1992,滋賀県浅井町のアクセント,名古屋・方言研究会会報,,,9,,,滋賀,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1992）「社会方言学との連携 近畿方言の動態と分布との関連」『日本語学』11(6) ,journal,岸江信介,1992,社会方言学との連携 近畿方言の動態と分布との関連,日本語学,,,11(6),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
真田信治（1992）「関西方言の現在 変化の要因と過程」『日本語学』11(7) ,journal,真田信治,1992,関西方言の現在 変化の要因と過程,日本語学,,,11(7),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
宮沢弘明（1992）「方言敬語の現在 近畿方言を中心に」『日本語学』11(2) ,journal,宮沢弘明,1992,方言敬語の現在 近畿方言を中心に,日本語学,,,11(2),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
山本俊治（1992）「近畿方言 格助詞「が」・「を」・「と」の場合」『日本語学』11(6) ,journal,山本俊治,1992,近畿方言 格助詞「が」・「を」・「と」の場合,日本語学,,,11(6),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1992）「「高次共時方言学」実践の試み 三重県方言の「～しか（ない）」表現法を中心に」『日本語学』11(6) ,journal,佐藤虎男,1992,「高次共時方言学」実践の試み 三重県方言の「～しか（ない）」表現法を中心に,日本語学,,,11(6),,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井精一（1992）「関西共通語化の現状 大阪型待遇表現形式の伝播をめぐって」『阪大日本語研究』4 ,journal,中井精一,1992,関西共通語化の現状 大阪型待遇表現形式の伝播をめぐって,阪大日本語研究,,,4,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
渋谷勝巳（1992）「十津川流域の可能表現」『阪大日本語研究』4 ,journal,渋谷勝巳,1992,十津川流域の可能表現,阪大日本語研究,,,4,,,奈良,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1992）「三重県鈴鹿市江島方言における身体感覚を表すオノマトペ」『方言資料叢刊』2 ,journal,佐藤虎男,1992,三重県鈴鹿市江島方言における身体感覚を表すオノマトペ,方言資料叢刊,,,2,,,鈴鹿市,鈴鹿市,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1992）「三重県名張市方言における身体感覚を表すオノマトペ」『方言資料叢刊』2 ,journal,佐藤虎男,1992,三重県名張市方言における身体感覚を表すオノマトペ,方言資料叢刊,,,2,,,名張市,名張市,,,近畿方言.xlsx,近畿方言（雑誌）,
土岐哲（1992）「東京出身者と大阪出身者による同一音声資料の聴き取り結果」『待兼山論叢』26 ,journal,土岐哲,1992,東京出身者と大阪出身者による同一音声資料の聴き取り結果,待兼山論叢,,,26,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
鹿浦佳子（1992）「全国ネット版関西弁と標準語との文法的差」『関西外国語大学留学生別科日本語教育論集』2 ,journal,鹿浦佳子,1992,全国ネット版関西弁と標準語との文法的差,関西外国語大学留学生別科日本語教育論集,,,2,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1992）「京都府丹波山城域言語地図-1-調査の概要と，語彙-1-」『香川大学教育学部研究報告 第1部』85 ,journal,中井幸比古,1992,京都府丹波山城域言語地図-1-調査の概要と，語彙-1-,香川大学教育学部研究報告 第1部,,,85,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1992）「京都府丹波山城域言語地図-2-語彙-2-」『香川大学教育学部研究報告 第1部』86 ,journal,中井幸比古,1992,京都府丹波山城域言語地図-2-語彙-2-,香川大学教育学部研究報告 第1部,,,86,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
鏡味明克ほか（1992）「梶井基次郎「城のある町にて」の伊勢方言」『三重大学教育学部研究紀要 人文・社会科学』43 ,journal,鏡味明克ほか,1992,梶井基次郎「城のある町にて」の伊勢方言,三重大学教育学部研究紀要 人文・社会科学,,,43,,,三重,,,,近畿方言.xlsx,近畿方言（雑誌）,
山本真吾（1992）「三重県津市図書館橋本文庫蔵の角筆文献について 近世伊勢方言への接近」『人文論叢 : 三重大学人文学部文化学科研究紀要』9 ,journal,山本真吾,1992,三重県津市図書館橋本文庫蔵の角筆文献について 近世伊勢方言への接近,人文論叢 : 三重大学人文学部文化学科研究紀要,,,9,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1992）「「しか」相当の方言係助詞「コソ」の生態--三重県方言を中心に」『大阪教育大学紀要人文科学』40(2) ,journal,佐藤虎男,1992,「しか」相当の方言係助詞「コソ」の生態--三重県方言を中心に,大阪教育大学紀要人文科学,,,40(2),,,三重,,,,近畿方言.xlsx,近畿方言（雑誌）,
橘幸男（1992）「滋賀県大津市坂本方言における身体感覚を表すオノマトペ」『方言資料叢刊』2 ,journal,橘幸男,1992,滋賀県大津市坂本方言における身体感覚を表すオノマトペ,方言資料叢刊,,,2,,,大津市,大津市,,,近畿方言.xlsx,近畿方言（雑誌）,
黒崎良昭（1992）「兵庫県加東郡滝野町方言における身体感覚を表すオノマトペ」『方言資料叢刊』2 ,journal,黒崎良昭,1992,兵庫県加東郡滝野町方言における身体感覚を表すオノマトペ,方言資料叢刊,,,2,,,加東郡,加東郡,,,近畿方言.xlsx,近畿方言（雑誌）,
都染直也（1993）「兵庫県家島町坊勢方言若年層のアクセント（1）体言篇（1）（金田一語彙・その他の語彙の音声学的記述）」『甲南大学紀要 文学編』87 ,journal,都染直也,1993,兵庫県家島町坊勢方言若年層のアクセント（1）体言篇（1）（金田一語彙・その他の語彙の音声学的記述）,甲南大学紀要 文学編,,,87,,,兵庫,,,,近畿方言.xlsx,近畿方言（雑誌）,
上野和昭（1993）「京都方言アクセントの遡行 近世後期以降の3拍動詞類推変化についての考察」『国語学』172 ,journal,上野和昭,1993,京都方言アクセントの遡行 近世後期以降の3拍動詞類推変化についての考察,国語学,,,172,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
関戸宏信（1993）「奈良県宇陀地方における言語状況 世代による分布の変遷」『地域言語』5 ,journal,関戸宏信,1993,奈良県宇陀地方における言語状況 世代による分布の変遷,地域言語,,,5,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
鏡味明克（1993）「近畿地方の駅名アクセント資料」『鉄道文学』10 ,journal,鏡味明克,1993,近畿地方の駅名アクセント資料,鉄道文学,,,10,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介（1993）「関西中央部の都市敬語 近畿主要4都市間での比較」『名古屋・方言研究会会報』10 ,journal,岸江信介,1993,関西中央部の都市敬語 近畿主要4都市間での比較,名古屋・方言研究会会報,,,10,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
井上文子（1993）「関西中央部における「オル」・「トル」軽卑化のメカニズム」『阪大日本語研究』5 ,journal,井上文子,1993,関西中央部における「オル」・「トル」軽卑化のメカニズム,阪大日本語研究,,,5,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
金沢裕之（1993）「尊敬の助動詞「ハル」の成立をめぐって 明治期大阪語の場合」『阪大日本語研究』5 ,journal,金沢裕之,1993,尊敬の助動詞「ハル」の成立をめぐって 明治期大阪語の場合,阪大日本語研究,,,5,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
神部宏泰（1993）「播磨・但馬方言における断定法 その史的推移と表現法」『兵庫教育大学研究紀要』13 ,journal,神部宏泰,1993,播磨・但馬方言における断定法 その史的推移と表現法,兵庫教育大学研究紀要,,,13,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
佐藤虎男（1993）「三重県鈴鹿市白子方言の比喩語について」『方言資料叢刊』3 ,journal,佐藤虎男,1993,三重県鈴鹿市白子方言の比喩語について,方言資料叢刊,,,3,,,鈴鹿市,鈴鹿市,,,近畿方言.xlsx,近畿方言（雑誌）,
金沢裕之（1993）「明治期大阪語の順接確定表現<補遺> 五代目笑福亭松鶴の場合」『岡山大学文学部紀要』20 ,journal,金沢裕之,1993,明治期大阪語の順接確定表現<補遺> 五代目笑福亭松鶴の場合,岡山大学文学部紀要,,,20,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
金沢裕之（1993）「明治期大阪語の順接確定表現」『岡山大学言語学論叢』3 ,journal,金沢裕之,1993,明治期大阪語の順接確定表現,岡山大学言語学論叢,,,3,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
鹿浦佳子（1993）「非漢字圏学習者の関西弁に対する関心 能力別に見た意識調査をもとに」『関西外国語大学留学生別科日本語教育論集』3 ,journal,鹿浦佳子,1993,非漢字圏学習者の関西弁に対する関心 能力別に見た意識調査をもとに,関西外国語大学留学生別科日本語教育論集,,,3,,,,,,,近畿方言.xlsx,近畿方言（雑誌）,
寺島浩子（1993）「京都町家におけるあいさつ表現年代差に着目して（2）」『京都橘女子大学研究紀要』20 ,journal,寺島浩子,1993,京都町家におけるあいさつ表現年代差に着目して（2）,京都橘女子大学研究紀要,,,20,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1993）「京都府丹波山城域言語地図-3-文法」『香川大学教育学部研究報告 第1部』88 ,journal,中井幸比古,1993,京都府丹波山城域言語地図-3-文法,香川大学教育学部研究報告 第1部,,,88,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1993）「京都祇園祭における御守り売りの口上歌について」『香川大学教育学部研究報告 第1部』89 ,journal,中井幸比古,1993,京都祇園祭における御守り売りの口上歌について,香川大学教育学部研究報告 第1部,,,89,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
中井幸比古（1993）「「NHK全国方言資料」の京都方言について」『香川大学教育学部研究報告 第1部』90 ,journal,中井幸比古,1993,「NHK全国方言資料」の京都方言について,香川大学教育学部研究報告 第1部,,,90,,,京都,,,,近畿方言.xlsx,近畿方言（雑誌）,
岸江信介ほか（1993）「沖縄から大阪への移住者の言語使用意識」『大阪樟蔭女子大学日本語研究センター報告』2 ,journal,岸江信介ほか,1993,沖縄から大阪への移住者の言語使用意識,大阪樟蔭女子大学日本語研究センター報告,,,2,,,大阪,,,,近畿方言.xlsx,近畿方言（雑誌）,
宮治弘明（1993）「滋賀県方言の特殊なサ行イ音便について」『地域言語』5 ,journal,宮治弘明,1993,滋賀県方言の特殊なサ行イ音便について,地域言語,,,5,,,滋賀,,,,近畿方言.xlsx,近畿方言（雑誌）,
江川克宏ほか（1993）「和歌山県和歌山市中島方言の比喩語について」『方言資料叢刊』3 ,journal,江川克宏ほか,1993,和歌山県和歌山市中島方言の比喩語について,方言資料叢刊,,,3,,,和歌山,,,,近畿方言.xlsx,近畿方言（雑誌）,
橘幸男（1993）「兵庫県明石市大久保西島方言の比喩語について」『方言資料叢刊』3 ,journal,橘幸男,1993,兵庫県明石市大久保西島方言の比喩語について,方言資料叢刊,,,3,,,明石市,明石市,,,近畿方言.xlsx,近畿方言（雑誌）,
